1970Alaska                  02Wrangell-Petersburg                                      280                           Wrangell-Petersburg                                                                           4485     202      38      36      40     100     302     538     734     288     111      84     133       5      56     457     102     147      31     198      39      16      50      15     280      69
1970Alaska                  02Yukon-Koyukuk                                            290                           Yukon-Koyukuk                                                                                 4532      52     158     188      97      43     151     285     633     229     119      77      10      24      49       5       0     205      33     108       7       4      15       5     276     161
1970Arizona                 04Apache                                                   001                           Apache                                                                                       30548      35    3375     808     783     370     871    1579    2193     773     442     519     284      91     375     444      16     347      72     727     100      69     237       5    1946    1007
1970Arizona                 04Cochise                                                  003                           Cochise                                                                                      53737    5360     689    1376    1747     911    3244    4380    9546    3341    1658    1371     958    1209     631    1239     559     994     312    2828     493     333     795      62    2697    3124
1970Arizona                 04Coconino                                                 005                           Coconino                                                                                     44925     847    1756     696     551     463    1512    2747    5130    2764    1185    1814     316      34     974     703     359    1010     343    3198     427     298    1114     132    3839    1752
1970Arizona                 04Gila                                                     007                           Gila                                                                                         26911     806     331     582     832     723    1798    3359    4378    1348     517     403     205    1712     556    1504      97     347     155    1382     199     131     482      76    1129     502
1970Arizona                 04Graham                                                   009                           Graham                                                                                       15418     360     231     388     526     334     958    1383    1756     945     261     381     600     358     471      64     145     228     134     798     104      75     293      30     807     323
1970Arizona                 04Greenlee                                                 011                           Greenlee                                                                                      9681     342      66     276     353     246     568    1181    1728     412     169     161      96    1670     307      84      19      39      42     480      27      45     134       9     340      54
1970Arizona                 04Maricopa                                                 013              6200         Maricopa                                                                                    870871   34404    8178   12831   16894   13600   49553   78015  152768   69850   33332   26764   10344     806   24460   53011   15416   19950   16339   59100   22600   14384   16623    3532   59131   17567
1970Arizona                 04Mohave                                                   015                           Mohave                                                                                       24174     545      85     224     416     322    1757    3277    5559    1791     617     371     230     495    1615     547     175     672     114    1749     407     311     620      56     976     442
1970Arizona                 04Navajo                                                   017              6200         Navajo                                                                                       44018     424    2374    1020    1122     811    1910    3539    4897    1689     731     579     321      89     920     674     793    1461     209    1826     216     169     692      59    2356     975
1970Arizona                 04Pima                                                     019              8520         Pima                                                                                        318187   19802    2788    5648    7712    4614   17232   27225   59489   25256   13916   13856    1616    7237    8646    6744    2709    7045    3291   20027    6585    3954    7071    1324   27814    6989
1970Arizona                 04Pinal                                                    021                           Pinal                                                                                        63051    2297    1383    2477    2421    1556    4527    5761    8355    2429    1236    1129    2532    3488    1188    1177     752     754     273    2870     446     267     898      72    3094    1042
1970Arizona                 04Santa Cruz                                               023                           Santa Cruz                                                                                   10025    3335     176     640    1115     220     622     846    1455     822     289     300     250      66     262     102      85     330     536     915     189      51     240      34     563     444
1970Arizona                 04Yavapai                                                  025                           Yavapai                                                                                      33446    1146     192     545     881     640    3162    4027    6747    2725    1355    1058     666     662    1253     602     389     654     150    2056     467     257     652      57    2415     662
