1970Alaska                  02Kuskokwim                                                160                           Kuskokwim                                                                                        0       0       0       0       0      11       0      39       6      78       6      17      11       0       0       0       0       0       0       0       0      46       0      19      11       0      20      11
1970Alaska                  02Matanuska-Susitna                                        170                           Matanuska-Susitna                                                                               32       5       9      29       0      71       0     672      15     203     154      43      76       0       0       0       9       6       0       9       0     285       8      68      41      62      42       6
1970Alaska                  02Nome                                                     180                           Nome                                                                                             5       0       0       0       0       0       0     349       0     161     103      60      18       0       9       0       0       0       0       0       0     232       0      90     142      58       9       0
1970Alaska                  02Outer Ketchikan                                          190                           Outer Ketchikan                                                                                  0       0       0       0       0       0       0     101      11      62      48      70       6       0       0       0       0       0       0       0       0      18       0       4      35       8       5       4
1970Alaska                  02Prince Of Wales                                          200                           Prince Of Wales                                                                                  0       0       0       0       0       0       0     583       6      10      33      21      50       0       0       0       0       0       0       0       0      66       0       5       8       4      15       6
1970Alaska                  02Seward                                                   210                           Seward                                                                                           0       0       0       0       0       0       0     138       4      49      75      58      55       0       0       0       0       0       0       0       0     126       9       5      21      44      26       5
1970Alaska                  02Sitka                                                    220                           Sitka                                                                                            0       0       0       0       0       0       0     912      36     215      51     156     165       5       0       0       0       0       0       0       0     514      10     181      89     129      43      18
1970Alaska                  02Skagway-Yakutat                                          230                           Skagway-Yakutat                                                                                 14       0       0       0       0       0       0     268       0      44       9      30      19      17       0       0       0       0       0       0       0     145       0      21      15      42      13       0
1970Alaska                  02Southeast Fairbanks                                      240                           Southeast Fairbanks                                                                              6       6       0       0       0      11       0     154       0     138      71      10      88       7       0       0       0       0       0       0       0     100       0     112      65       5      34       6
1970Alaska                  02Upper Yukon                                              250                           Upper Yukon                                                                                     16       0       0       0       0       0       0     331       4      61       7       7       6       0       0       0       0       0       0       0       0      46       0      29       5       5       4       0
1970Alaska                  02Valdez-Chitina-Whittier                                  260                           Valdez-Chitina-Whittier                                                                          0       0       0       0       0       0       0     307      12     112     176      31      83      11       0       0       0       0       0       0       0     164       5      45     118      33      33      11
1970Alaska                  02Wade Hampton                                             270                           Wade Hampton                                                                                    11       0       0       0       0       0       0      66       0      79      53      19      11       0       7       0       0       0       0       5       0      33       0      24      52       7       5       0
1970Alaska                  02Wrangell-Petersburg                                      280                           Wrangell-Petersburg                                                                             18       6       0       0       0       6       0     803      43      51      40      58     134       0      14       0       0       0       0       0       5     364       5      41      36      75      29      20
1970Alaska                  02Yukon-Koyukuk                                            290                           Yukon-Koyukuk                                                                                    6       0       0      11       0      10       0     328       5     208      62      39      43       0       8       0       0       0       0       0       0      78       0     101     104      25       9       0
1970Arizona                 04Apache                                                   001                           Apache                                                                                          53       0       0       0       6      63       6    1513      15     974     233     897     155       0      17       0       0       0       0      24       0     815       9     663     172     540      74      37
1970Arizona                 04Cochise                                                  003                           Cochise                                                                                        491       0      11       5       4     436       0    6293     144    2076     239    1051     790      11      51       0       0       0       0      26      20    3412      18    1067     100     926     348     102
1970Arizona                 04Coconino                                                 005                           Coconino                                                                                       153       0       0      12       0      18       0    5158     147    1362    1256     826     868       5      30       0       0       0       0      10       0    3314      42     763     845     736     216     131
1970Arizona                 04Gila                                                     007                           Gila                                                                                           147       6       0       5      13     131       0    4997      40     252     260     382     442      10      30       0       0       0       0       7       0    1748      16     155      89     388     139      40
1970Arizona                 04Graham                                                   009                           Graham                                                                                         355       0       5       4       8     241       0    1781      42     102     243     349     244      17      12       0       0       4       0      15       0     963      10      64     145     173      67      20
1970Arizona                 04Greenlee                                                 011                           Greenlee                                                                                        71      10       0       0       0      27       0    2303       6       0      21     141     101      14       4       0       0       0       0       0       0     523       5       6      18     174      74      11
1970Arizona                 04Maricopa                                                 013              6200         Maricopa                                                                                      7828     181      52      56      86    2319      62  159628    5025    7618    8057   14364   17292     356    1298      15       5       5      13     227     103  104630    1046    3387    7612   14221    5253    1417
1970Arizona                 04Mohave                                                   015                           Mohave                                                                                         107       0       8       0       0      72       8    4306     119     162     242     389     670      20      23       0       0       0       0      10       0    1722      18     135      72     451     280     100
1970Arizona                 04Navajo                                                   017              6200         Navajo                                                                                         158      11      13       0      26      44       0    4446      96    1018     563     731     592      19      17       0       0       0       0      51       0    2344      16     684     198     503     231      92
